faultNumber,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0,0.25986,3634.5,4519.9,9.2388,26.768,42.424,2700.7,75.05,120.42,0.35384,80.411,49.668,2629.4,24.791,48.773,3097.5,23.502,65.443,219.88,339.92,94.685,77.483,32.093,9.0468,26.289,7.1644,19.269,1.6717,32.937,13.844,24.031,1.0471,19.229,2.2431,4.7967,2.2302,0.0070474,0.84823,0.099395,53.413,44.962,63.119,54.188,25.148,60.475,21.679,42.551,37.123,43.694,45.264,41.793,16.822
0,0.26172,3599.9,4473.6,9.3185,26.964,42.283,2698.4,75.106,120.36,0.33925,80.349,50.081,2627.5,27.641,49.716,3096.4,23.342,65.517,219.94,339.81,94.773,77.251,32.384,8.9248,26.356,6.8062,18.63,1.6533,32.466,13.854,24.139,1.2566,18.824,2.2426,4.8406,2.2942,0.0070474,0.84823,0.099395,53.413,44.962,61.567,53.492,26.21,59.949,22.073,40.039,38.339,45.878,45.375,40.314,17.207
0,0.26456,3615.6,4492.7,9.3443,27.187,42.33,2698.1,74.609,120.37,0.3377,80.283,49.702,2626.3,24.138,50.362,3094.9,21.929,65.507,218.25,339.9,94.91,77.271,32.384,8.9248,26.356,6.8062,18.63,1.6533,32.466,13.854,24.139,1.2566,18.824,2.2426,4.8406,2.2942,0.0070474,0.84823,0.099395,53.413,44.962,61.296,53.264,25.931,60.599,22.269,40.229,37.223,47.372,45.642,40.331,20.566
0,0.23673,3674.8,4515.7,9.323,26.807,42.385,2697.7,74.493,120.38,0.33977,80.165,52.47,2625.9,23.748,50.302,3094.6,22.432,65.508,222.46,339.81,94.925,77.096,31.736,8.939,26.29,6.774,18.762,1.6187,32.501,13.958,23.698,1.0591,19.065,2.2717,4.8992,2.3186,0.0070474,0.84823,0.099395,53.413,44.962,63.322,54.529,23.019,59.897,21.971,40.291,45.368,47.233,45.387,40.555,19.395
0,0.23667,3664.8,4558.0,9.313,26.64,42.504,2694.7,75.427,120.44,0.33825,80.015,50.415,2623.5,25.666,51.199,3094.7,22.944,65.457,220.15,339.68,94.594,76.54,31.736,8.939,26.29,6.774,18.762,1.6187,32.501,13.958,23.698,1.0591,19.065,2.2717,4.8992,2.3186,0.0070474,0.84823,0.099395,53.413,44.962,63.496,54.023,23.024,61.754,21.553,40.475,39.322,49.31,45.715,41.112,18.232
0,0.29986,3707.7,4510.9,9.2592,26.727,42.146,2694.1,74.971,120.38,0.35243,79.916,50.109,2622.1,26.186,50.156,3094.1,22.259,65.394,223.62,339.19,94.781,77.343,32.024,8.785,26.443,6.805,18.668,1.66,33.138,13.831,23.535,1.3203,19.141,2.2748,4.8719,2.2632,0.017696,0.86442,0.099172,53.598,43.589,63.126,54.273,29.408,61.073,21.334,41.655,38.42,46.895,45.545,40.58,19.835
0,0.29998,3682.5,4540.6,9.3189,26.969,42.47,2696.9,74.829,120.43,0.34912,80.167,50.636,2625.7,25.388,50.111,3096.1,23.42,65.377,224.81,339.43,94.414,77.577,32.024,8.785,26.443,6.805,18.668,1.66,33.138,13.831,23.535,1.3203,19.141,2.2748,4.8719,2.2632,0.017696,0.86442,0.099172,53.598,43.589,63.559,53.918,29.396,61.221,21.738,42.059,39.971,46.79,45.567,41.329,17.057
0,0.27714,3683.3,4526.7,9.3193,26.931,42.439,2699.7,74.98,120.41,0.33682,80.6,48.874,2628.6,23.288,48.802,3098.7,23.823,65.505,223.69,339.5,94.554,77.918,31.805,8.9174,26.148,6.8518,19.138,1.6809,32.641,13.733,24.321,1.2791,19.204,2.2408,4.8725,2.295,0.017696,0.86442,0.099172,53.598,43.589,63.361,54.328,26.792,59.884,21.918,40.269,34.785,43.761,45.789,40.969,16.039
0,0.27432,3681.5,4554.0,9.2695,26.636,42.493,2699.9,74.427,120.44,0.33543,80.679,49.423,2627.7,24.008,50.59,3099.3,21.604,65.638,223.8,339.1,94.414,77.395,31.805,8.9174,26.148,6.8518,19.138,1.6809,32.641,13.733,24.321,1.2791,19.204,2.2408,4.8725,2.295,0.017696,0.86442,0.099172,53.598,43.589,63.392,54.001,27.069,60.627,21.371,40.439,36.402,47.9,45.894,41.917,21.316
0,0.30125,3657.4,4438.0,9.3334,27.022,42.483,2696.6,75.863,120.36,0.32595,80.393,50.854,2624.5,25.862,50.342,3096.8,22.826,65.705,223.65,339.08,94.584,77.131,32.249,8.8924,26.495,6.7571,18.948,1.6895,32.618,13.893,23.739,1.1401,18.857,2.3175,4.8786,2.3042,0.017696,0.86442,0.099172,53.598,43.589,63.447,54.214,29.146,62.098,21.436,38.905,40.615,47.325,46.021,40.085,18.439
0,0.29786,3693.2,4506.9,9.2073,26.97,42.54,2697.5,74.839,120.45,0.32503,80.434,48.254,2625.1,23.533,49.831,3094.9,22.192,65.709,223.65,339.85,94.419,77.464,32.249,8.8924,26.495,6.7571,18.948,1.6895,32.618,13.893,23.739,1.1401,18.857,2.3175,4.8786,2.3042,0.040492,0.85562,0.095229,53.92,43.613,62.83,53.389,29.479,60.219,21.851,39.017,32.961,46.144,46.589,41.902,19.917
0,0.25902,3684.9,4525.1,9.2814,27.089,42.787,2692.3,74.511,120.37,0.34231,80.177,50.835,2620.7,25.561,49.763,3093.3,23.111,65.686,226.27,339.27,94.667,76.764,32.144,9.0226,26.173,6.9624,19.04,1.6479,33.175,13.731,23.563,1.3451,18.907,2.2907,4.9168,2.3637,0.040492,0.85562,0.095229,53.92,43.613,63.878,53.592,25.183,61.38,21.238,41.179,40.557,45.986,46.67,40.276,17.793
0,0.25922,3706.6,4525.8,9.2385,26.997,42.21,2690.5,74.305,120.39,0.34246,80.171,50.293,2619.9,26.264,48.255,3090.5,23.411,65.669,227.32,339.38,94.519,77.424,32.144,9.0226,26.173,6.9624,19.04,1.6479,33.175,13.731,23.563,1.3451,18.907,2.2907,4.9168,2.3637,0.040492,0.85562,0.095229,53.92,43.613,63.504,53.584,25.164,61.565,21.599,41.16,38.963,42.495,46.893,41.522,17.051
0,0.26612,3660.6,4484.2,9.3264,26.526,42.186,2692.0,75.317,120.39,0.32385,80.405,51.181,2620.5,24.966,50.282,3091.1,23.005,65.699,226.83,339.4,94.709,77.529,32.089,8.9493,26.47,6.9597,18.7,1.6261,32.413,13.837,23.198,1.2562,19.073,2.3247,4.8352,2.3517,0.040492,0.85562,0.095229,53.92,43.613,62.515,53.819,26.468,59.603,21.497,39.083,41.576,47.187,47.247,40.851,17.995
0,0.26632,3694.9,4500.0,9.2179,26.739,42.748,2692.2,75.197,120.39,0.32345,80.39,52.052,2620.7,24.316,50.492,3090.6,23.462,65.766,228.55,339.26,94.609,77.517,32.089,8.9493,26.47,6.9597,18.7,1.6261,32.413,13.837,23.198,1.2562,19.073,2.3247,4.8352,2.3517,0.040492,0.85562,0.095229,53.92,43.613,61.925,53.63,26.448,60.868,21.525,39.133,44.137,47.672,47.403,41.12,16.909
0,0.2737,3631.5,4548.4,9.2631,26.663,42.447,2693.6,75.107,120.37,0.33851,80.518,49.417,2622.1,25.723,50.11,3092.4,22.583,65.858,228.63,339.32,94.784,77.162,32.077,8.9799,26.687,6.9016,18.974,1.6879,32.731,13.916,23.748,1.3241,18.809,2.2976,4.7973,2.4014,0.023871,0.85914,0.09766,53.183,44.812,62.966,53.869,26.906,61.166,21.617,40.057,36.385,46.788,47.519,40.663,19.004
0,0.27142,3675.3,4519.2,9.2953,26.931,42.857,2692.1,74.884,120.39,0.33401,80.341,51.5,2619.8,27.861,49.416,3092.6,21.939,65.873,230.52,339.39,94.582,77.342,32.077,8.9799,26.687,6.9016,18.974,1.6879,32.731,13.916,23.748,1.3241,18.809,2.2976,4.7973,2.4014,0.023871,0.85914,0.09766,53.183,44.812,62.212,54.219,27.13,60.789,21.253,40.607,42.513,45.183,47.576,41.76,20.529
0,0.27506,3656.0,4472.1,9.3798,26.437,42.091,2692.8,74.17,120.38,0.3462,80.356,49.861,2621.2,26.373,50.738,3091.6,22.471,65.869,230.33,339.49,94.779,77.175,32.48,9.0369,25.849,7.0905,18.868,1.6935,32.862,13.873,23.625,1.368,19.316,2.2813,4.9589,2.3728,0.023871,0.85914,0.09766,53.183,44.812,63.007,54.101,27.211,61.822,21.12,41.313,37.69,48.241,47.82,40.825,19.282
0,0.27348,3633.3,4526.0,9.2089,26.962,42.393,2693.1,74.867,120.41,0.34219,80.423,52.425,2621.9,24.019,51.251,3092.0,24.404,65.88,233.71,339.89,94.543,77.667,32.48,9.0369,25.849,7.0905,18.868,1.6935,32.862,13.873,23.625,1.368,19.316,2.2813,4.9589,2.3728,0.023871,0.85914,0.09766,53.183,44.812,63.398,53.456,27.367,60.997,21.717,41.802,45.238,49.43,47.745,40.611,14.65
0,0.23514,3607.0,4538.5,9.2214,26.793,42.474,2694.7,74.692,120.37,0.34237,80.632,48.919,2622.5,24.046,48.761,3093.7,22.343,65.945,232.01,339.48,94.801,77.481,32.025,9.0884,26.197,6.9637,19.059,1.6465,32.716,13.852,23.664,1.3124,19.139,2.2877,5.0331,2.3623,0.023871,0.85914,0.09766,53.183,44.812,62.087,53.541,23.302,61.131,21.367,40.746,34.919,43.666,48.119,41.009,19.536
0,0.23538,3630.1,4496.9,9.3117,26.682,42.619,2693.0,75.171,120.37,0.34563,80.386,47.24,2620.7,23.933,51.442,3091.7,22.515,65.996,232.15,339.94,94.718,77.067,32.025,9.0884,26.197,6.9637,19.059,1.6465,32.716,13.852,23.664,1.3124,19.139,2.2877,5.0331,2.3623,0.011112,0.84677,0.087738,54.0,43.357,61.689,54.039,23.277,60.553,21.372,40.348,29.977,49.871,48.455,40.573,19.165
0,0.2774,3625.1,4507.9,9.2752,26.973,42.169,2693.4,74.323,120.4,0.33844,80.238,49.778,2621.9,23.967,50.707,3091.3,22.365,65.943,234.05,339.95,94.816,77.377,32.321,8.8471,25.768,6.6637,18.617,1.6415,32.917,13.62,23.14,1.2928,18.847,2.2454,4.8794,2.345,0.011112,0.84677,0.087738,54.0,43.357,62.75,53.406,27.673,61.78,21.571,40.725,37.446,48.169,48.568,41.062,19.514
0,0.2788,3644.7,4496.9,9.3317,27.017,42.502,2694.9,74.332,120.42,0.33804,80.266,49.901,2623.4,24.765,49.492,3092.0,22.884,65.944,236.13,340.57,94.78,77.18,32.321,8.8471,25.768,6.6637,18.617,1.6415,32.917,13.62,23.14,1.2928,18.847,2.2454,4.8794,2.345,0.011112,0.84677,0.087738,54.0,43.357,62.413,53.538,27.535,59.927,21.927,40.773,37.808,45.359,48.664,41.168,18.299
0,0.25025,3724.3,4505.9,9.4269,26.724,42.652,2696.7,74.266,120.43,0.31239,80.424,51.239,2625.9,26.651,48.822,3096.9,23.488,65.966,235.86,340.02,94.593,77.663,32.013,8.9425,25.955,6.915,19.231,1.6279,32.828,13.966,23.171,1.2716,18.919,2.3018,4.8087,2.2663,0.011112,0.84677,0.087738,54.0,43.357,63.739,54.505,24.729,61.826,21.582,37.558,41.747,43.807,48.966,42.048,16.825
0,0.24916,3720.6,4486.3,9.4134,27.058,42.572,2698.9,75.872,120.42,0.31408,80.643,50.841,2627.0,23.947,49.087,3098.6,22.144,66.056,238.8,340.01,94.319,77.462,32.013,8.9425,25.955,6.915,19.231,1.6279,32.828,13.966,23.171,1.2716,18.919,2.3018,4.8087,2.2663,0.011112,0.84677,0.087738,54.0,43.357,63.803,54.739,24.836,60.009,21.753,37.351,40.574,44.421,48.977,41.452,19.999
0,0.24889,3702.3,4502.7,9.417,26.996,42.183,2705.2,75.173,120.4,0.33611,80.068,50.462,2633.4,25.184,50.201,3102.8,22.617,65.724,228.65,341.0,94.592,77.274,32.188,8.8933,26.383,6.882,18.776,1.6567,32.958,13.823,23.978,1.2565,18.579,2.2633,4.8436,2.2986,0.017866,0.8357,0.098577,53.724,43.828,62.394,54.059,24.804,63.269,21.95,40.188,39.461,47.0,47.594,41.384,18.905
0,0.24904,3666.2,4526.0,9.2682,26.71,42.332,2705.5,74.411,120.41,0.33676,80.095,51.906,2634.4,26.589,49.824,3102.2,22.583,65.726,229.63,341.44,94.686,77.383,32.188,8.8933,26.383,6.882,18.776,1.6567,32.958,13.823,23.978,1.2565,18.579,2.2633,4.8436,2.2986,0.017866,0.8357,0.098577,53.724,43.828,63.015,53.781,24.79,62.171,22.239,40.108,43.71,46.128,47.508,41.658,18.976
0,0.25034,3673.3,4501.3,9.4212,26.842,42.36,2705.3,75.125,120.41,0.33739,80.199,50.469,2634.6,24.494,48.957,3104.0,23.591,65.757,228.44,341.11,94.568,77.546,32.222,8.9441,26.076,6.7883,18.672,1.6665,33.011,13.751,23.756,1.1904,18.961,2.2628,4.8707,2.2701,0.017866,0.8357,0.098577,53.724,43.828,62.893,54.075,24.669,61.585,22.191,40.03,39.48,44.121,47.612,41.721,16.562
0,0.25109,3657.8,4497.8,9.3792,26.528,41.982,2707.3,73.992,120.38,0.33664,80.329,48.215,2635.9,27.367,49.708,3104.7,22.097,65.787,230.12,341.34,94.623,77.569,32.222,8.9441,26.076,6.7883,18.672,1.6665,33.011,13.751,23.756,1.1904,18.961,2.2628,4.8707,2.2701,0.017866,0.8357,0.098577,53.724,43.828,63.16,54.117,24.595,61.561,21.959,40.121,32.848,45.858,47.459,40.836,20.094
0,0.24563,3698.0,4537.4,9.3746,26.736,42.354,2705.3,75.283,120.42,0.32521,80.13,49.518,2634.1,22.341,49.662,3103.5,22.854,65.79,230.09,341.24,94.399,77.158,32.198,8.9947,26.188,6.9876,18.652,1.6479,33.387,13.796,23.854,1.1715,18.9,2.2754,4.808,2.2547,0.017866,0.8357,0.098577,53.724,43.828,63.334,53.906,24.451,61.388,22.271,39.538,36.682,45.753,47.458,41.727,18.33
0,0.24759,3687.4,4538.0,9.3535,26.792,42.663,2704.0,75.339,120.4,0.32764,80.039,50.378,2632.9,24.433,51.704,3101.1,22.353,65.766,229.64,341.51,94.583,77.035,32.198,8.9947,26.188,6.9876,18.652,1.6479,33.387,13.796,23.854,1.1715,18.9,2.2754,4.808,2.2547,0.036047,0.84715,0.09772,54.091,43.916,63.516,53.9,24.258,63.379,21.974,39.242,39.212,50.477,47.498,40.922,19.532
0,0.24689,3619.7,4537.9,9.1492,27.201,42.401,2702.7,75.919,120.38,0.33336,80.029,48.099,2631.4,25.761,48.912,3099.7,21.728,65.723,229.36,341.28,94.623,77.202,31.713,8.7036,26.066,6.7543,18.935,1.6569,32.918,13.869,23.776,1.197,18.503,2.2455,4.8465,2.2991,0.036047,0.84715,0.09772,54.091,43.916,62.928,53.969,24.729,63.247,22.456,39.674,32.506,44.016,47.524,40.562,21.019
0,0.24986,3624.4,4578.5,9.3023,26.906,42.21,2701.9,74.85,120.38,0.33448,79.851,51.05,2630.9,24.262,49.773,3098.5,22.361,65.694,230.37,341.54,94.661,77.054,31.713,8.7036,26.066,6.7543,18.935,1.6569,32.918,13.869,23.776,1.197,18.503,2.2455,4.8465,2.2991,0.036047,0.84715,0.09772,54.091,43.916,62.847,53.484,24.437,62.43,22.067,39.537,41.191,46.008,47.436,40.627,19.548
0,0.30012,3653.0,4453.5,9.3467,26.913,42.079,2703.9,75.503,120.41,0.34522,79.922,50.399,2631.9,26.556,51.098,3101.2,22.916,65.633,230.94,341.42,94.699,77.24,32.06,8.9901,26.312,6.9911,18.973,1.6498,33.351,13.75,23.766,1.3829,18.191,2.2111,4.945,2.3129,0.036047,0.84715,0.09772,54.091,43.916,64.411,54.282,29.19,61.545,21.939,40.193,39.275,49.075,47.392,40.684,18.228
0,0.29736,3720.7,4532.6,9.3131,26.994,42.63,2706.3,74.807,120.41,0.33947,80.154,48.81,2635.4,24.64,48.854,3102.4,23.519,65.656,232.17,341.55,94.394,77.416,32.06,8.9901,26.312,6.9911,18.973,1.6498,33.351,13.75,23.766,1.3829,18.191,2.2111,4.945,2.3129,0.036047,0.84715,0.09772,54.091,43.916,63.247,53.335,29.462,60.632,22.393,40.894,34.598,43.882,47.285,41.65,16.776
0,0.26933,3635.6,4491.2,9.3338,26.793,41.939,2706.2,74.978,120.4,0.33077,80.255,49.612,2635.5,26.165,50.719,3103.2,23.64,65.707,231.57,341.75,94.529,77.6,32.656,8.7855,26.479,6.8961,18.86,1.6774,32.941,13.744,23.934,1.0893,18.474,2.2359,4.8121,2.2922,0.017123,0.82185,0.1097,53.085,44.298,62.643,53.708,26.239,61.511,22.326,38.749,36.958,48.198,47.641,41.424,16.458
0,0.26865,3635.6,4500.9,9.3595,26.912,42.507,2707.8,75.079,120.38,0.32906,80.398,49.031,2637.2,23.527,50.704,3104.3,22.279,65.789,233.87,341.74,94.531,77.453,32.656,8.7855,26.479,6.8961,18.86,1.6774,32.941,13.744,23.934,1.0893,18.474,2.2359,4.8121,2.2922,0.017123,0.82185,0.1097,53.085,44.298,62.642,53.592,26.305,62.298,22.641,38.958,35.249,48.164,47.562,40.785,19.683
0,0.20876,3670.9,4524.6,9.392,26.899,42.142,2704.9,74.673,120.4,0.32777,80.061,50.52,2633.4,26.713,51.398,3100.6,22.215,65.82,230.7,341.81,94.632,76.846,32.184,8.8782,26.396,6.9527,19.068,1.6721,33.166,13.803,23.922,1.3075,18.498,2.2019,4.8774,2.2952,0.017123,0.82185,0.1097,53.085,44.298,62.809,53.562,20.515,60.801,22.69,38.839,39.629,49.769,47.973,40.933,19.884
0,0.20784,3627.4,4509.2,9.2715,26.812,42.287,2702.2,74.945,120.38,0.33091,79.851,50.002,2630.2,27.092,46.919,3099.4,22.838,65.782,233.19,341.79,94.641,76.744,32.184,8.8782,26.396,6.9527,19.068,1.6721,33.166,13.803,23.922,1.3075,18.498,2.2019,4.8774,2.2952,0.017123,0.82185,0.1097,53.085,44.298,63.559,53.748,20.605,61.272,22.051,38.457,38.105,39.403,47.883,40.534,18.438
0,0.25182,3686.6,4450.6,9.4867,27.143,42.131,2703.2,74.864,120.38,0.33783,79.882,49.549,2631.2,25.917,48.93,3098.6,22.723,65.687,232.4,341.81,94.807,77.437,32.707,8.6857,26.205,6.8269,18.852,1.6322,32.84,13.599,23.665,1.1799,18.582,2.294,4.8755,2.3121,0.017123,0.82185,0.1097,53.085,44.298,62.005,53.905,24.78,61.275,22.689,39.125,36.774,44.057,48.09,40.791,18.678
0,0.25299,3615.7,4463.5,9.3107,26.843,42.219,2704.6,74.53,120.39,0.33175,80.051,48.951,2633.0,25.133,49.988,3100.8,23.397,65.71,230.2,342.05,94.684,77.249,32.707,8.6857,26.205,6.8269,18.852,1.6322,32.84,13.599,23.665,1.1799,18.582,2.294,4.8755,2.3121,0.0080868,0.83397,0.091665,53.368,43.819,63.224,53.752,24.665,62.894,22.579,39.866,35.013,46.507,47.769,40.934,17.084
0,0.19525,3653.0,4486.9,9.501,26.438,42.167,2706.6,75.758,120.4,0.31291,80.273,50.484,2635.7,24.041,51.137,3101.7,21.684,65.741,231.66,341.57,94.615,77.55,32.721,8.8494,26.338,6.8921,18.381,1.7161,32.632,13.87,23.757,1.3667,18.065,2.2267,4.6659,2.2602,0.0080868,0.83397,0.091665,53.368,43.819,63.677,53.969,19.875,61.368,22.358,36.525,39.524,49.164,47.486,41.453,21.112
0,0.20215,3692.6,4496.7,9.4635,26.984,42.418,2704.7,75.134,120.4,0.30949,80.148,49.77,2633.6,24.581,49.321,3101.8,22.452,65.76,230.43,341.11,94.537,77.236,32.721,8.8494,26.338,6.8921,18.381,1.7161,32.632,13.87,23.757,1.3667,18.065,2.2267,4.6659,2.2602,0.0080868,0.83397,0.091665,53.368,43.819,62.996,53.851,19.197,59.29,22.351,36.942,37.423,44.963,47.441,40.964,19.312
0,0.19391,3651.2,4542.4,9.3794,26.937,42.448,2702.2,75.848,120.41,0.33984,80.021,50.705,2631.6,24.666,49.347,3100.9,22.977,65.731,229.3,341.03,94.704,77.06,32.398,8.9234,26.502,7.0773,18.508,1.6625,33.145,13.865,24.183,1.3803,18.249,2.2581,4.9118,2.2434,0.0080868,0.83397,0.091665,53.368,43.819,63.158,54.488,18.657,61.364,21.976,40.35,40.176,45.023,47.391,40.908,18.089
0,0.18978,3670.3,4558.1,9.2785,26.684,42.396,2703.1,75.49,120.38,0.339,80.108,50.598,2632.0,23.934,50.494,3100.4,22.548,65.7,231.09,340.62,94.683,77.516,32.398,8.9234,26.502,7.0773,18.508,1.6625,33.145,13.865,24.183,1.3803,18.249,2.2581,4.9118,2.2434,0.0080868,0.83397,0.091665,53.368,43.819,62.829,54.3,19.063,60.949,22.107,40.453,39.859,47.677,47.082,40.363,19.077
0,0.2183,3630.5,4542.7,9.4226,27.013,42.046,2706.4,74.003,120.41,0.33937,80.447,48.434,2636.1,24.718,49.721,3102.4,22.526,65.748,229.62,340.95,94.629,77.961,32.432,8.8924,26.502,7.0374,18.488,1.6771,32.904,13.935,23.716,1.1818,18.601,2.2095,4.8225,2.2768,0.012848,0.8521,0.088297,54.044,44.067,61.793,54.229,21.646,61.023,22.245,40.34,33.491,45.889,47.358,41.447,19.069
0,0.21949,3614.6,4507.9,9.2233,26.502,42.272,2707.2,75.215,120.38,0.33892,80.466,51.075,2635.6,24.384,50.047,3104.0,23.627,65.847,226.56,340.84,94.781,77.197,32.432,8.8924,26.502,7.0374,18.488,1.6771,32.904,13.935,23.716,1.1818,18.601,2.2095,4.8225,2.2768,0.012848,0.8521,0.088297,54.044,44.067,62.066,54.645,21.529,62.757,22.055,40.394,41.264,46.642,47.601,40.802,16.485
0,0.21422,3585.4,4554.9,9.2675,26.779,41.946,2706.8,74.917,120.37,0.34787,80.376,50.499,2635.9,25.406,48.454,3103.0,22.05,65.846,230.39,340.53,94.742,77.517,32.177,9.0918,26.437,6.6028,18.797,1.6618,32.892,13.873,23.703,1.3482,18.575,2.2764,4.8688,2.379,0.012848,0.8521,0.088297,54.044,44.067,62.754,54.179,20.937,60.938,22.219,41.287,39.568,42.956,47.232,40.94,20.196
0,0.21311,3608.8,4525.3,9.2301,27.168,42.096,2703.1,75.249,120.38,0.34647,79.963,49.209,2631.3,22.927,49.916,3102.0,23.085,65.802,230.19,340.23,94.859,76.774,32.177,9.0918,26.437,6.6028,18.797,1.6618,32.892,13.873,23.703,1.3482,18.575,2.2764,4.8688,2.379,0.012848,0.8521,0.088297,54.044,44.067,62.351,54.532,21.045,61.672,22.198,41.456,35.772,46.339,47.226,40.224,17.824
0,0.23718,3756.1,4517.8,9.415,26.814,41.852,2703.5,75.089,120.42,0.33923,79.817,49.243,2631.3,24.506,49.415,3101.8,23.058,65.676,228.06,340.4,94.637,76.834,31.691,8.9499,26.86,6.8229,18.58,1.6545,33.359,13.716,23.964,1.1544,18.654,2.2716,4.8062,2.375,0.012848,0.8521,0.088297,54.044,44.067,63.686,53.887,23.289,62.553,21.642,40.803,35.871,45.18,47.401,41.056,17.906
0,0.2379,3733.4,4521.7,9.4524,26.593,42.408,2701.3,74.573,120.43,0.34162,79.699,50.171,2629.9,24.785,49.966,3101.7,21.965,65.558,230.88,339.93,94.544,77.315,31.691,8.9499,26.86,6.8229,18.58,1.6545,33.359,13.716,23.964,1.1544,18.654,2.2716,4.8062,2.375,0.031441,0.84368,0.090117,53.606,43.374,64.077,53.839,23.219,62.539,21.383,40.511,38.604,46.455,47.616,41.564,20.506
0,0.28586,3699.0,4519.5,9.431,27.075,42.378,2705.8,74.739,120.42,0.32462,80.041,50.411,2634.8,25.387,52.014,3104.0,22.889,65.562,234.24,340.23,94.44,77.324,32.172,9.0265,26.684,6.6783,18.711,1.6771,32.961,13.781,24.494,1.1573,18.893,2.288,4.7616,2.2543,0.031441,0.84368,0.090117,53.606,43.374,62.898,54.413,28.265,60.82,22.034,38.352,39.309,51.194,47.51,40.946,18.303
0,0.28692,3673.6,4526.7,9.4202,26.837,42.609,2706.0,74.608,120.4,0.32101,79.998,48.435,2634.4,26.125,49.067,3105.7,23.667,65.63,234.03,340.0,94.522,77.002,32.172,9.0265,26.684,6.6783,18.711,1.6771,32.961,13.781,24.494,1.1573,18.893,2.288,4.7616,2.2543,0.031441,0.84368,0.090117,53.606,43.374,63.336,54.327,28.16,61.627,21.697,38.792,33.495,44.375,47.718,42.231,16.481
0,0.24202,3689.0,4493.7,9.3105,26.572,42.195,2706.5,74.368,120.43,0.32883,80.161,49.395,2635.7,24.488,50.479,3106.2,23.287,65.659,234.53,340.3,94.427,77.716,31.765,8.8825,26.505,6.6806,19.084,1.652,33.002,14.109,24.214,1.1594,18.635,2.2521,4.7913,2.3016,0.031441,0.84368,0.090117,53.606,43.374,64.463,54.425,23.957,59.726,21.708,39.479,36.321,47.643,47.861,41.67,17.33
0,0.24592,3720.8,4575.9,9.3652,26.781,42.486,2709.4,74.939,120.4,0.32897,80.557,50.824,2638.0,23.023,48.735,3108.5,22.266,65.8,233.92,339.82,94.301,77.963,31.765,8.8825,26.505,6.6806,19.084,1.652,33.002,14.109,24.214,1.1594,18.635,2.2521,4.7913,2.3016,0.031441,0.84368,0.090117,53.606,43.374,63.917,53.44,23.573,60.99,21.824,39.462,40.526,43.606,48.095,41.208,19.695
0,0.2831,3742.5,4471.0,9.3741,26.795,42.56,2704.5,75.323,120.46,0.36527,80.357,52.085,2633.5,26.252,50.713,3105.4,23.456,65.915,233.43,339.59,94.381,77.19,31.557,8.8226,26.497,7.2306,18.686,1.6458,32.699,13.791,24.223,1.1541,18.579,2.2483,4.8866,2.337,0.022412,0.83606,0.11833,54.107,43.749,63.714,53.76,28.098,60.071,21.398,43.979,44.235,48.183,48.12,42.118,16.913
0,0.28294,3731.2,4458.5,9.3482,26.833,42.575,2699.7,74.016,120.39,0.36624,80.04,49.633,2628.2,26.957,48.698,3100.8,22.459,65.9,231.4,339.66,94.353,77.036,31.557,8.8226,26.497,7.2306,18.686,1.6458,32.699,13.791,24.223,1.1541,18.579,2.2483,4.8866,2.337,0.022412,0.83606,0.11833,54.107,43.749,63.908,53.91,28.114,61.87,21.556,43.86,37.019,43.52,48.396,41.485,19.312
0,0.30904,3613.9,4532.9,9.3291,26.731,42.251,2700.4,73.94,120.39,0.33383,80.044,49.54,2628.9,23.436,49.808,3099.6,23.311,65.845,233.47,339.93,94.674,77.282,31.937,8.8175,26.525,6.9219,18.761,1.6783,32.832,13.804,24.173,1.22,17.922,2.2621,4.8918,2.3153,0.022412,0.83606,0.11833,54.107,43.749,61.033,53.976,30.583,61.065,21.622,39.491,36.747,46.091,48.31,41.144,17.285
0,0.31117,3605.1,4542.3,9.4196,26.72,42.24,2704.6,75.003,120.37,0.33279,80.131,50.609,2632.6,25.27,49.967,3102.0,23.919,65.852,233.95,340.41,94.712,77.436,31.937,8.8175,26.525,6.9219,18.761,1.6783,32.832,13.804,24.173,1.22,17.922,2.2621,4.8918,2.3153,0.022412,0.83606,0.11833,54.107,43.749,61.185,53.865,30.374,61.669,22.016,39.618,39.894,46.457,48.364,40.35,15.825
0,0.27794,3626.2,4533.8,9.4346,26.724,42.334,2708.7,74.323,120.4,0.33308,80.347,49.929,2637.4,26.609,50.851,3105.2,24.027,65.888,233.05,340.89,94.752,77.545,32.047,8.9929,26.526,7.1471,18.868,1.638,33.052,13.92,24.469,1.3277,18.819,2.3001,4.8918,2.298,0.022412,0.83606,0.11833,54.107,43.749,63.345,53.79,27.314,61.694,22.338,39.888,37.891,48.503,48.54,40.83,15.542
